,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression
,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore
Paper_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1.127,0.07,40.0,0.083,0.0,0.0581,0.0,1.027,0.05,60.0,0.2703,0.0856,0.1544,0.0,0.967,0.02,31.0,0.0957,0.0088,0.087,0.0,1.291,0.0,85.0,0.3392,0.0854,0.1767,0.0
528,5.025,0.0,211.0,0.2438,0.0091,0.1038,0.0,1.938,0.0,123.0,0.2643,0.0423,0.1201,0.0,2.662,0.0,93.0,0.2405,0.0255,0.1139,0.0,1.502,0.0,94.0,0.3234,0.0664,0.1716,0.0
529,5.008,0.0,230.0,0.2851,0.0318,0.1448,0.0,1.019,0.01,66.0,0.315,0.1032,0.1969,0.0,2.191,0.0,77.0,0.2029,0.0,0.1232,0.0,2.367,0.02,180.0,0.4772,0.1078,0.2091,0.0
530,1.584,0.0,53.0,0.1414,0.0,0.0808,0.0,1.175,0.07,61.0,0.396,0.17,0.2376,0.0,5.481,0.0,228.0,0.1692,0.0052,0.0821,0.0,2.325,0.0,138.0,0.4637,0.1742,0.2422,0.0
531,9.575,0.0,405.0,0.2233,0.0284,0.0943,0.0,1.744,0.0,111.0,0.343,0.0651,0.1618,0.0,7.625,0.0,346.0,0.2435,0.0349,0.1113,0.0,1.347,0.0,84.0,0.3546,0.1357,0.1773,0.0
532,5.454,0.0,217.0,0.1691,0.0176,0.0991,0.0,2.261,0.0,137.0,0.459,0.1322,0.2459,0.0,4.991,0.0,225.0,0.1595,0.0115,0.0969,0.0,2.846,0.0,167.0,0.3911,0.1338,0.1697,0.0
533,2.337,1.38,82.0,0.1974,0.0132,0.1053,0.0,1.397,0.18,76.0,0.4571,0.2374,0.3071,0.0,1.167,0.26,37.0,0.081,0.0,0.0729,0.0,1.545,0.03,94.0,0.4564,0.1351,0.2282,0.0
534,2.054,0.04,77.0,0.1515,0.0076,0.0985,0.0,1.319,0.02,77.0,0.3359,0.0866,0.2266,0.0,2.598,0.09,112.0,0.2617,0.0203,0.1275,0.0,1.569,0.0,105.0,0.3843,0.1434,0.1851,0.0
535,3.169,0.05,119.0,0.1154,0.0097,0.0865,0.0,2.144,0.02,149.0,0.25,0.036,0.1339,0.0,5.118,0.04,226.0,0.1188,0.0126,0.0875,0.0,2.381,0.03,171.0,0.3058,0.0667,0.1405,0.0
536,1.465,0.02,46.0,0.1024,0.0079,0.063,0.0,1.099,0.0,56.0,0.313,0.0538,0.1145,0.0,9.153,0.04,382.0,0.2159,0.0191,0.1175,0.0,1.193,0.0,68.0,0.3456,0.0741,0.1912,0.0
537,1.767,0.0,52.0,0.1404,0.0071,0.0772,0.0,2.125,0.0,83.0,0.3537,0.1424,0.2251,0.0,4.274,1.61,184.0,0.2165,0.0142,0.1035,0.0,1.443,0.38,79.0,0.3322,0.118,0.1954,0.0
538,7.474,1.67,307.0,0.2171,0.0229,0.1143,0.0,2.171,0.06,119.0,0.3937,0.0958,0.1905,0.0,21.704,0.24,948.0,0.1342,0.018,0.0818,0.0,1.372,0.04,90.0,0.386,0.1413,0.2316,0.0
539,6.233,0.07,246.0,0.179,0.0051,0.1125,0.0,2.223,0.03,138.0,0.483,0.1977,0.2642,0.0,6.913,0.0,308.0,0.1589,0.0089,0.1015,0.0,1.86,0.01,124.0,0.5246,0.1983,0.2869,0.0
540,1.533,0.05,53.0,0.1397,0.0,0.0699,0.0,1.173,0.02,63.0,0.3713,0.1532,0.2447,0.0,6.605,0.07,265.0,0.2103,0.0,0.103,0.0,1.044,0.0,62.0,0.3605,0.1472,0.2403,0.0
541,3.868,0.03,160.0,0.2353,0.0139,0.1246,0.0,1.255,0.02,85.0,0.4322,0.1015,0.2211,0.0,4.613,0.03,159.0,0.2185,0.0067,0.106,0.0,1.557,0.0,102.0,0.4651,0.1127,0.2233,0.0
542,5.357,0.0,245.0,0.0144,0.0,0.0144,0.0,6.516,0.0,453.0,0.0331,0.0166,0.0248,0.0,4.306,0.0,183.0,0.0184,0.0,0.0184,0.0,1.711,0.0,110.0,0.1138,0.0496,0.0813,0.0
543,1.728,0.0,59.0,0.1053,0.0,0.0724,0.0,1.64,0.0,108.0,0.3506,0.1098,0.2011,0.0,6.942,0.05,276.0,0.2162,0.0036,0.1045,0.0,1.528,0.0,83.0,0.2671,0.0812,0.1739,0.0
544,3.122,0.0,108.0,0.1875,0.0,0.0813,0.0,1.485,0.0,88.0,0.3846,0.1056,0.1958,0.0,1.214,0.04,47.0,0.1365,0.0,0.0723,0.0,1.116,0.02,65.0,0.3308,0.1061,0.188,0.0
545,3.525,0.04,128.0,0.159,0.0,0.1004,0.0,2.302,0.02,161.0,0.4202,0.0706,0.2101,0.0,6.3,0.0,278.0,0.1287,0.01,0.0792,0.0,1.031,0.0,55.0,0.3288,0.0833,0.2329,0.0
546,1.577,0.04,60.0,0.08,0.0,0.06,0.0,1.5,0.0,79.0,0.2069,0.1053,0.1897,0.0,3.804,0.0,154.0,0.0865,0.0097,0.0577,0.0,2.666,0.0,168.0,0.1553,0.0294,0.1262,0.0
547,7.003,0.0,271.0,0.1988,0.0078,0.1053,0.0,1.247,0.0,63.0,0.342,0.1573,0.2007,0.0,1.299,0.0,41.0,0.1053,0.0,0.0729,0.0,2.822,0.0,184.0,0.5076,0.1276,0.1827,0.0
548,9.37,0.0,398.0,0.1569,0.011,0.0949,0.0,1.675,0.11,75.0,0.3128,0.0452,0.1788,0.0,3.02,0.08,120.0,0.2393,0.0,0.1111,0.0,1.084,0.04,47.0,0.2416,0.0408,0.1611,0.0
549,2.125,0.07,70.0,0.1745,0.0293,0.0945,0.0,4.037,0.04,258.0,0.3851,0.044,0.1663,0.0,2.023,0.04,78.0,0.1857,0.0072,0.1143,0.0,35.219,0.16,1970.0,0.1364,0.0234,0.0664,0.0
550,2.763,0.08,107.0,0.1818,0.0057,0.0852,0.0,1.237,0.0,67.0,0.3505,0.1246,0.1924,0.0,2.159,0.01,81.0,0.1451,0.0,0.0946,0.0,1.402,0.0,96.0,0.4299,0.1254,0.1994,0.0
551,4.077,0.0,164.0,0.1775,0.0137,0.0887,0.0,2.097,0.0,143.0,0.4609,0.1494,0.2387,0.0,1.271,0.0,46.0,0.1611,0.0,0.094,0.0,1.979,0.0,128.0,0.3947,0.1239,0.2368,0.0
552,26.864,0.0,1261.0,0.0669,0.0027,0.0464,0.0,1.62,0.0,88.0,0.3725,0.099,0.2059,0.0,9.833,0.0,296.0,0.1622,0.0045,0.0856,0.0,1.71,2.06,67.0,0.4176,0.1444,0.2418,0.0
553,4.727,1.37,181.0,0.1709,0.0,0.1013,0.0,1.357,0.04,62.0,0.4494,0.1818,0.2697,0.0,1.195,0.03,38.0,0.1899,0.0128,0.0759,0.0,1.217,0.05,72.0,0.4574,0.1828,0.3191,0.0
554,1.958,0.03,68.0,0.1551,0.0,0.098,0.0,0.994,0.04,45.0,0.1792,0.0,0.0943,0.0,2.003,0.04,77.0,0.189,0.0079,0.1024,0.0,1.191,0.01,83.0,0.1928,0.0081,0.1124,0.0
555,2.209,0.01,76.0,0.1497,0.006,0.0958,0.0,1.669,0.0,98.0,0.3207,0.088,0.2041,0.0,6.188,0.07,269.0,0.2784,0.0221,0.1392,0.0,1.663,0.0,107.0,0.3523,0.0571,0.1932,0.0
556,1.635,0.03,53.0,0.0906,0.0076,0.0755,0.0,1.332,0.02,89.0,0.3767,0.0966,0.1918,0.0,8.337,0.39,350.0,0.2274,0.0201,0.1137,0.0,1.285,0.02,86.0,0.4306,0.1469,0.3125,0.0
557,0.994,0.01,32.0,0.1102,0.0,0.063,0.0,1.029,0.0,60.0,0.3709,0.0671,0.1457,0.0,7.467,0.04,327.0,0.1422,0.0173,0.0862,0.0,7.866,0.06,570.0,0.1813,0.0119,0.0713,0.0
558,1.969,0.0,56.0,0.1709,0.0305,0.1005,0.0,3.255,0.0,185.0,0.5046,0.1407,0.2128,0.0,7.667,0.0,350.0,0.2081,0.0309,0.1195,0.0,1.591,0.0,99.0,0.4132,0.0917,0.1736,0.0
559,7.43,0.06,315.0,0.1247,0.0048,0.0863,0.0,1.022,0.01,58.0,0.315,0.064,0.1575,0.0,2.549,0.0,115.0,0.2073,0.0,0.1554,0.0,1.001,0.0,55.0,0.256,0.065,0.144,0.0
560,8.575,5.36,351.0,0.179,0.0306,0.1067,0.0,2.39,0.0,157.0,0.4203,0.0819,0.1966,0.0,2.865,0.0,116.0,0.2038,0.0152,0.1057,0.0,3.25,0.03,254.0,0.2222,0.0203,0.1212,0.0
561,2.388,0.05,101.0,0.2215,0.0348,0.1384,0.0,1.56,0.01,89.0,0.3684,0.1288,0.218,0.0,5.059,0.06,217.0,0.2802,0.0146,0.1353,0.0,1.464,0.0,94.0,0.4234,0.125,0.2482,0.0
562,5.364,0.06,249.0,0.2103,0.0045,0.1029,0.0,1.339,0.0,75.0,0.4286,0.1949,0.2101,0.0,4.163,0.0,142.0,0.2025,0.0123,0.1288,0.0,2.254,0.0,124.0,0.4498,0.0976,0.2284,0.0
563,2.293,0.0,66.0,0.125,0.0066,0.0789,0.0,1.444,0.0,72.0,0.3648,0.1508,0.2541,0.0,7.63,0.1,334.0,0.1879,0.0101,0.0906,0.0,1.117,0.02,59.0,0.3093,0.1107,0.1993,0.0
564,1.093,0.0,27.0,0.0516,0.0,0.0516,0.0,1.344,0.0,89.0,0.3796,0.0748,0.1944,0.0,6.993,0.04,318.0,0.1667,0.0167,0.1083,0.0,3.099,0.0,201.0,0.4195,0.055,0.152,0.0
565,3.522,4.05,145.0,0.2348,0.0,0.1212,0.0,2.025,0.0,122.0,0.4348,0.114,0.2261,0.0,3.188,0.0,115.0,0.1966,0.0,0.1197,0.0,1.063,0.0,61.0,0.4417,0.1242,0.2699,0.0
566,4.508,0.0,180.0,0.2391,0.0,0.1087,0.0,3.21,0.0,186.0,0.4,0.0937,0.2027,0.0,3.701,0.0,135.0,0.2138,0.0253,0.1069,0.0,2.023,0.0,136.0,0.4784,0.0936,0.2658,0.0
567,6.78,0.0,269.0,0.1981,0.0095,0.1132,0.0,2.542,0.0,179.0,0.505,0.1739,0.2658,0.0,8.316,0.0,351.0,0.1398,0.0039,0.0971,0.0,1.856,0.0,106.0,0.4912,0.1239,0.2544,0.0
568,2.973,0.0,107.0,0.1824,0.0,0.0847,0.0,1.278,0.01,74.0,0.3154,0.1163,0.1538,0.0,5.421,0.04,221.0,0.2117,0.009,0.1126,0.0,1.178,0.03,84.0,0.3309,0.0667,0.1618,0.0
569,5.199,0.05,207.0,0.1794,0.0,0.1055,0.0,1.772,0.01,112.0,0.4791,0.1839,0.2738,0.0,6.865,0.0,295.0,0.1674,0.0126,0.1004,0.0,2.871,0.0,185.0,0.4762,0.1617,0.244,0.0
570,2.321,0.0,100.0,0.1916,0.006,0.1138,0.0,1.559,0.0,95.0,0.4013,0.1451,0.2257,0.0,0.718,0.0,16.0,0.0576,0.0,0.0494,0.0,1.822,0.0,118.0,0.371,0.1108,0.1797,0.0
571,7.787,0.0,327.0,0.0667,0.0,0.0578,0.0,1.566,0.0,78.0,0.3314,0.1078,0.1538,0.0,5.263,0.0,218.0,0.0778,0.006,0.0659,0.0,1.66,0.0,70.0,0.3,0.0506,0.1375,0.0
572,3.902,0.02,149.0,0.2304,0.0053,0.1099,0.0,1.975,0.0,136.0,0.4,0.069,0.1714,0.0,15.585,0.15,681.0,0.1811,0.0103,0.0905,0.0,1.617,0.02,115.0,0.4404,0.08,0.2324,0.0
573,1.514,0.02,40.0,0.1007,0.0,0.0863,0.0,2.399,0.0,135.0,0.3217,0.0647,0.1609,0.0,2.708,0.0,101.0,0.1579,0.0059,0.0877,0.0,1.116,0.04,60.0,0.278,0.0683,0.2034,0.0
574,8.452,0.0,345.0,0.1768,0.0185,0.0958,0.0,1.478,0.0,88.0,0.3786,0.1079,0.2222,0.0,1.114,0.01,42.0,0.1206,0.0102,0.1005,0.0,1.642,0.0,71.0,0.4589,0.2009,0.3117,0.0
575,1.113,0.0,36.0,0.1195,0.0161,0.0637,0.0,1.834,0.0,104.0,0.3851,0.1125,0.1863,0.0,3.992,0.0,141.0,0.2151,0.0054,0.1129,0.0,2.029,0.0,99.0,0.4353,0.1397,0.2271,0.0
576,1.692,0.0,55.0,0.1314,0.0074,0.0949,0.0,2.096,0.0,126.0,0.3294,0.0533,0.1824,0.0,2.496,0.03,93.0,0.1651,0.0128,0.1079,0.0,1.651,0.0,109.0,0.2786,0.0187,0.13,0.0
577,6.252,0.05,264.0,0.2294,0.0087,0.1212,0.0,1.419,0.0,97.0,0.3802,0.092,0.2357,0.0,2.632,0.05,113.0,0.2526,0.0212,0.1263,0.0,3.466,0.02,251.0,0.533,0.1801,0.283,0.0
578,1.841,0.01,67.0,0.1545,0.0087,0.0944,0.0,1.539,0.0,96.0,0.4669,0.1333,0.3113,0.0,2.984,0.0,104.0,0.234,0.0214,0.1277,0.0,1.454,0.0,93.0,0.4922,0.2047,0.2188,0.0
579,7.729,0.02,301.0,0.1636,0.0091,0.0909,0.0,1.142,0.0,59.0,0.4,0.1392,0.25,0.0,1.885,0.0,62.0,0.1807,0.0122,0.1205,0.0,1.47,0.0,87.0,0.4278,0.173,0.2674,0.0
580,4.964,0.04,200.0,0.2292,0.0058,0.149,0.0,1.662,0.0,100.0,0.3498,0.0814,0.1973,0.0,2.961,0.0,109.0,0.2131,0.0083,0.1148,0.0,1.272,0.0,73.0,0.4103,0.114,0.1846,0.0
581,28.135,0.0,1239.0,0.0965,0.0107,0.0657,0.0,1.352,0.0,79.0,0.4082,0.1728,0.2449,0.0,2.59,0.0,82.0,0.1719,0.0236,0.1328,0.0,1.406,0.0,85.0,0.3695,0.1053,0.257,0.0
582,1.258,0.0,37.0,0.1176,0.0,0.0724,0.0,2.754,0.0,179.0,0.4667,0.1508,0.2056,0.0,1.575,0.0,63.0,0.1619,0.0,0.1134,0.0,5.527,0.08,403.0,0.4388,0.0887,0.1905,0.0
583,5.649,0.0,222.0,0.2262,0.0136,0.1086,0.0,1.145,0.02,50.0,0.2764,0.0902,0.187,0.0,4.702,0.0,132.0,0.1948,0.0173,0.0974,0.0,1.61,0.02,95.0,0.4124,0.0554,0.1512,0.0
584,2.907,0.02,122.0,0.2275,0.0079,0.1255,0.0,35.723,0.47,2224.0,0.0747,0.0244,0.0462,0.0,1.171,0.01,33.0,0.1688,0.0132,0.1039,0.0,1.527,0.03,82.0,0.4242,0.1735,0.303,0.0
585,1.463,0.01,53.0,0.1684,0.0106,0.0947,0.0,1.206,0.03,66.0,0.4948,0.25,0.2784,0.0,1.218,0.04,39.0,0.1786,0.0,0.0833,0.0,1.366,0.0,80.0,0.4571,0.1635,0.2667,0.0
586,2.917,0.01,91.0,0.1642,0.0177,0.1056,0.0,1.34,0.0,79.0,0.3354,0.1083,0.1835,0.0,0.879,0.02,29.0,0.0974,0.0,0.0599,0.0,1.125,0.0,59.0,0.3569,0.1831,0.2761,0.0
587,26.249,0.11,1205.0,0.0576,0.0029,0.0374,0.0,1.299,0.0,87.0,0.514,0.1356,0.2905,0.0,0.737,0.0,4.0,0.0417,0.0,0.0208,0.0,1.129,0.0,68.0,0.4845,0.1258,0.2981,0.0
588,1.606,0.0,39.0,0.1413,0.0,0.087,0.0,2.689,0.0,158.0,0.4615,0.1145,0.194,0.0,0.985,0.0,27.0,0.0952,0.0,0.0833,0.0,2.344,0.0,150.0,0.5223,0.1592,0.2405,0.0
589,0.903,0.0,19.0,0.0541,0.0,0.0541,0.0,1.514,0.0,88.0,0.344,0.0887,0.2,0.0,1.278,0.0,44.0,0.125,0.0194,0.0962,0.0,0.958,0.0,46.0,0.2029,0.039,0.1353,0.0
590,2.115,0.0,76.0,0.1579,0.0133,0.1053,0.0,1.8,0.03,116.0,0.2947,0.0638,0.1579,0.0,2.573,0.0,107.0,0.1905,0.0107,0.1058,0.0,1.408,0.0,76.0,0.3129,0.069,0.1633,0.0
591,5.749,0.11,227.0,0.2471,0.0281,0.1399,0.0,1.416,0.0,76.0,0.4337,0.1619,0.257,0.0,2.735,0.0,103.0,0.2131,0.0138,0.1512,0.0,1.832,0.0,114.0,0.4706,0.1882,0.2768,0.0
592,3.739,0.0,150.0,0.2323,0.0183,0.1093,0.0,1.693,0.0,99.0,0.3554,0.1227,0.1538,0.0,6.518,0.0,279.0,0.2653,0.0315,0.1152,0.0,2.238,0.0,104.0,0.2805,0.0783,0.1403,0.0
593,5.155,0.0,171.0,0.2074,0.0269,0.1204,0.0,2.431,0.03,125.0,0.3882,0.0936,0.211,0.0,9.533,0.11,413.0,0.1288,0.0215,0.0894,0.0,1.265,0.03,74.0,0.4432,0.1093,0.2811,0.0
594,3.542,0.01,122.0,0.1406,0.0064,0.1022,0.0,1.466,0.02,94.0,0.3182,0.0534,0.1439,0.0,7.533,0.36,295.0,0.1922,0.0157,0.098,0.0,2.272,0.02,163.0,0.3423,0.0423,0.1502,0.0
595,1.222,0.04,41.0,0.0746,0.0,0.0597,0.0,1.236,0.02,73.0,0.4405,0.0964,0.2262,0.0,10.862,0.04,499.0,0.1173,0.0032,0.0761,0.0,0.981,0.0,59.0,0.349,0.1088,0.2013,0.0
596,1.111,0.02,32.0,0.1314,0.0,0.0876,0.0,1.339,0.01,85.0,0.4255,0.086,0.234,0.0,1.833,0.0,68.0,0.2147,0.0114,0.1356,0.0,1.238,0.01,85.0,0.4599,0.1838,0.2567,0.0
597,5.621,0.0,248.0,0.2527,0.0088,0.0959,0.0,2.585,0.0,169.0,0.4011,0.1307,0.1695,0.0,2.4,0.0,100.0,0.2749,0.0138,0.1443,0.0,2.178,0.0,150.0,0.4518,0.0909,0.1687,0.0
598,8.65,0.0,359.0,0.0977,0.0043,0.0552,0.0,1.702,0.0,93.0,0.2738,0.012,0.1429,0.0,11.045,0.0,441.0,0.0856,0.0,0.057,0.0,2.522,0.06,158.0,0.4034,0.161,0.2353,0.0
599,8.129,0.14,334.0,0.2093,0.0225,0.1196,0.0,1.497,0.03,65.0,0.3777,0.1212,0.2661,0.0,5.394,0.06,224.0,0.2411,0.0095,0.1229,0.0,1.097,0.02,75.0,0.3013,0.0591,0.1757,0.0
600,7.35,0.03,287.0,0.1622,0.0181,0.1081,0.0,1.146,0.01,70.0,0.4358,0.2373,0.2793,0.0,7.532,0.06,313.0,0.1704,0.018,0.0987,0.0,1.183,0.05,78.0,0.4385,0.2162,0.2781,0.0
601,9.323,0.06,360.0,0.1636,0.0073,0.0873,0.0,1.014,0.02,62.0,0.4278,0.1189,0.2032,0.0,1.227,0.0,44.0,0.1609,0.0,0.092,0.0,0.922,0.0,63.0,0.4149,0.043,0.1596,0.0
602,5.93,0.04,242.0,0.2541,0.0142,0.1412,0.0,1.256,0.0,75.0,0.3652,0.1316,0.2087,0.0,3.183,0.0,117.0,0.2206,0.0143,0.1281,0.0,1.666,0.0,113.0,0.3547,0.1445,0.2113,0.0
603,4.686,0.0,187.0,0.0952,0.0,0.0659,0.0,1.253,0.0,67.0,0.3252,0.0826,0.2114,0.0,1.187,0.0,40.0,0.12,0.0,0.06,0.0,1.289,0.0,76.0,0.303,0.0462,0.2121,0.0
604,1.523,0.0,60.0,0.1272,0.0071,0.0848,0.0,30.097,0.15,1753.0,0.1311,0.0148,0.071,0.0,3.483,0.02,138.0,0.2099,0.0056,0.1105,0.0,2.428,0.0,150.0,0.4881,0.1067,0.2706,0.0
605,2.063,0.0,70.0,0.1324,0.007,0.0906,0.0,1.626,0.0,73.0,0.3451,0.0993,0.2394,0.0,4.345,0.05,185.0,0.2774,0.0342,0.1217,0.0,1.329,0.0,88.0,0.3278,0.0673,0.1806,0.0
606,0.919,0.04,23.0,0.0722,0.0,0.0515,0.0,1.805,0.02,115.0,0.5157,0.2175,0.23,0.0,4.531,0.06,192.0,0.1927,0.0105,0.1042,0.0,1.826,0.01,112.0,0.4789,0.1631,0.2183,0.0
607,5.194,0.04,196.0,0.219,0.0048,0.1095,0.0,1.714,0.01,112.0,0.43,0.1246,0.2997,0.0,0.841,0.06,22.0,0.0563,0.0,0.0563,0.0,1.845,0.02,116.0,0.4309,0.11,0.1929,0.0
608,10.83,0.0,442.0,0.1323,0.0,0.085,0.0,5.871,0.0,389.0,0.3866,0.1791,0.1933,0.0,4.394,0.0,163.0,0.1807,0.0125,0.0997,0.0,2.017,0.0,117.0,0.5174,0.1556,0.2471,0.0
609,6.257,0.0,232.0,0.1485,0.005,0.0891,0.0,2.691,0.0,164.0,0.5,0.1765,0.2597,0.0,4.023,0.0,162.0,0.1646,0.0064,0.0886,0.0,1.309,0.0,80.0,0.4818,0.1835,0.2727,0.0
610,11.148,0.19,428.0,0.1401,0.0,0.0912,0.0,7.447,0.24,494.0,0.2817,0.0502,0.1127,0.0,4.436,0.02,181.0,0.2216,0.0176,0.1108,0.0,1.908,0.02,135.0,0.4265,0.1185,0.2353,0.0
611,1.044,0.02,34.0,0.1062,0.0,0.0708,0.0,8.727,0.02,506.0,0.1911,0.0377,0.0887,0.0,1.887,0.0,58.0,0.1361,0.0,0.0952,0.0,2.633,0.0,148.0,0.3419,0.0776,0.1709,0.0
612,12.188,0.0,506.0,0.1667,0.0164,0.0902,0.0,2.142,0.0,137.0,0.3689,0.1042,0.1683,0.0,2.208,0.0,89.0,0.1752,0.0074,0.0876,0.0,1.527,0.0,99.0,0.3676,0.1111,0.1838,0.0
613,8.225,0.0,332.0,0.1988,0.012,0.0994,0.0,0.927,0.0,48.0,0.2135,0.0227,0.1124,0.0,2.871,0.0,118.0,0.3023,0.0312,0.1473,0.0,1.712,0.0,114.0,0.3689,0.0165,0.1475,0.0
614,2.263,0.0,71.0,0.1982,0.0091,0.1081,0.0,1.43,0.0,85.0,0.4103,0.1379,0.2051,0.0,1.844,0.04,66.0,0.1532,0.0091,0.0991,0.0,1.731,0.0,115.0,0.4981,0.1673,0.2038,0.0
615,10.116,0.08,438.0,0.1338,0.0065,0.0816,0.0,1.328,0.0,71.0,0.4103,0.0829,0.2154,0.0,2.831,0.0,112.0,0.192,0.0081,0.104,0.0,1.671,0.0,110.0,0.4464,0.1212,0.2146,0.0
616,1.79,0.0,57.0,0.1592,0.0,0.0995,0.0,0.879,0.02,55.0,0.2732,0.0994,0.1639,0.0,2.249,0.0,87.0,0.2271,0.0088,0.1223,0.0,2.094,0.0,156.0,0.4615,0.0775,0.1748,0.0
617,10.836,0.0,469.0,0.1965,0.0174,0.1069,0.0,1.324,0.0,75.0,0.2672,0.0571,0.1377,0.0,1.24,0.02,37.0,0.0849,0.0095,0.0566,0.0,6.831,0.0,482.0,0.2598,0.0424,0.1269,0.0
618,14.15,0.08,619.0,0.1789,0.0045,0.0906,0.0,1.572,0.0,78.0,0.4397,0.1357,0.2553,0.0,5.293,0.0,186.0,0.2057,0.0048,0.1005,0.0,1.263,0.0,67.0,0.3297,0.1107,0.2051,0.0
619,4.011,0.0,174.0,0.1824,0.0061,0.1094,0.0,1.721,0.01,100.0,0.3515,0.1013,0.2092,0.0,1.152,0.0,39.0,0.1564,0.0113,0.0894,0.0,2.549,0.0,167.0,0.3896,0.1176,0.2013,0.0
620,4.999,0.01,197.0,0.0952,0.0,0.0635,0.0,1.804,0.0,104.0,0.1791,0.0152,0.1194,0.0,11.471,0.0,484.0,0.0396,0.0036,0.036,0.0,2.011,0.1,129.0,0.2025,0.0,0.1139,0.0
621,4.573,0.14,165.0,0.1722,0.0056,0.0833,0.0,8.15,0.08,586.0,0.297,0.0764,0.1314,0.0,5.469,0.02,226.0,0.1884,0.0146,0.0918,0.0,1.772,0.02,118.0,0.4225,0.1277,0.2606,0.0
622,2.404,0.11,85.0,0.1953,0.0068,0.1279,0.0,1.637,0.0,106.0,0.3654,0.0903,0.1538,0.0,1.028,0.09,28.0,0.0866,0.0087,0.0866,0.0,1.595,0.01,87.0,0.3655,0.0764,0.1931,0.0
623,4.684,0.03,185.0,0.2206,0.0148,0.1078,0.0,1.289,0.11,76.0,0.3913,0.1606,0.2536,0.0,1.994,0.0,73.0,0.1702,0.0071,0.1277,0.0,1.347,0.03,81.0,0.3143,0.0935,0.1929,0.0
624,2.083,0.0,74.0,0.2115,0.0267,0.1233,0.0,1.858,0.0,131.0,0.3911,0.119,0.214,0.0,1.605,0.0,57.0,0.1782,0.0,0.1089,0.0,1.157,0.01,75.0,0.4601,0.1422,0.2441,0.0
625,5.082,0.0,190.0,0.1944,0.0112,0.0944,0.0,1.765,0.0,98.0,0.3904,0.0884,0.1833,0.0,4.961,0.0,188.0,0.2378,0.0217,0.1081,0.0,1.952,0.0,110.0,0.4737,0.1061,0.188,0.0
626,0.967,0.0,24.0,0.0704,0.0,0.0423,0.0,1.845,0.0,98.0,0.4413,0.1137,0.2441,0.0,2.095,0.01,63.0,0.1925,0.0,0.0963,0.0,5.511,0.0,345.0,0.3333,0.0636,0.1392,0.0
627,3.337,0.0,144.0,0.1811,0.0,0.1181,0.0,1.29,0.01,75.0,0.3294,0.0714,0.2,0.0,1.415,0.0,47.0,0.1361,0.0,0.0816,0.0,1.609,0.0,99.0,0.359,0.1244,0.2051,0.0
628,1.387,0.0,43.0,0.093,0.0078,0.0698,0.0,1.575,0.01,91.0,0.3672,0.1254,0.223,0.0,2.178,0.01,76.0,0.1763,0.0137,0.1017,0.0,2.584,0.0,204.0,0.5253,0.1308,0.212,0.0
629,6.778,0.02,282.0,0.2273,0.0076,0.1136,0.0,1.159,0.0,63.0,0.3071,0.1223,0.2,0.0,1.672,0.0,37.0,0.087,0.0,0.0632,0.0,2.172,0.0,83.0,0.4,0.1342,0.22,0.0
630,6.519,0.05,257.0,0.2317,0.0163,0.126,0.0,1.052,0.0,51.0,0.1875,0.063,0.1406,0.0,7.742,0.11,308.0,0.2486,0.0073,0.1207,0.0,1.537,0.0,102.0,0.3571,0.0915,0.2143,0.0
631,0.712,0.03,15.0,0.0764,0.0,0.051,0.0,1.927,0.04,124.0,0.4907,0.1124,0.2305,0.0,7.994,0.07,349.0,0.1679,0.0153,0.0954,0.0,1.988,0.04,111.0,0.4567,0.0556,0.1732,0.0
632,7.062,0.05,262.0,0.1779,0.0097,0.0962,0.0,1.509,0.01,95.0,0.3545,0.0826,0.1909,0.0,1.502,0.05,51.0,0.1749,0.011,0.1202,0.0,1.559,0.0,85.0,0.3223,0.0957,0.1991,0.0
633,4.735,0.0,198.0,0.2129,0.0065,0.1161,0.0,1.553,0.0,90.0,0.6064,0.2473,0.4149,0.0,1.855,0.0,67.0,0.186,0.0,0.1279,0.0,1.377,0.0,74.0,0.593,0.2824,0.3721,0.0
634,1.371,0.0,28.0,0.0916,0.0,0.0611,0.0,6.34,0.0,414.0,0.1832,0.0391,0.1014,0.0,0.533,0.03,8.0,0.0594,0.0,0.0594,0.0,1.39,0.02,85.0,0.4556,0.2022,0.3333,0.0
